job,sector,description
administrador hospital,dotacia³n seleccia³n personal,empresa dedicado administracia³n propiedad horizontal ¡ baºsqueda administradores delegados ma­nimo  aa±o experiencia conocimiento ley   importante contar experiencia centros ma © dicossi cumplir perfil abstenerse aplicarexperienciaadministracia³n centro ma © dicos  aa±o deseabletipo puesto medio contrato
analista comercio exterior,venta menor,analista comercio exterior  profesional recien egresado carrera administrativo  nivel ingles avanzado  about our client  cliente ma¡s importante empresa dedicado comercio electra³nico  job description  reportando posicia³n category manager  posicia³n analista comercio exterior debera ¡  crear skus  a³rdenes compra follow up llega centro distribucia³n  crear proveedor sistema  follow up inventario estrategia evacuacia³n  slow movers  actualizar reporte venta marca  analizar informacia³n externo aportar categora­a  revisar activamente pricing vs competencia  generar estrategia cata¡logo ficha ta © cnicas  revisar experiencia consumidor pdp generar mejora publicacion cvr  the successful applicant  perfil cumplir siguientes requerimientos  profesional carrera administrativo recia © n egresado  experiencia creacia³n skus  a³rdenes compra follow up carga llegada centro distribucia³n  creacia³n proveedor  follow up inventario  profesional nivel excel ingla © s avanzado  excluyente  what s on offer  ofrecemos pertenecer mejores empresa nivel mundial comercio electra³nico  clima laboral oportunidad crecimiento  contact  tatiana araga³n  quote job ref
ingeniero sistema,dotacia³n seleccia³n personal,profesional ingenieria sistema electronica telecomunicacion  certificado desarrollador sofware microsofnet sql server angular react node js amplio conocimiento moviles dominio metodologias agiles scrum kanban devops
auxiliar laboratorio cla­nico,dotacia³n seleccia³n personal,espacio asignado habilidades competencias solicitud  empresa reporta informacia³n adicional
jefe control calidad,dotacia³n seleccia³n personal,habilidad autonoma­a equipo habilidad programacia³n auditorio inspeccion contribuir aseguramiento calidad inocuidad conformidad producto elaboradosupervisa producto encontrar estadodebe seguro tomar decision presia³n ing quamica  farmaca‰utica alimento experiencia bpm  ind alimento bebido alcoha³licas industria farmaca © uticaformacia³n bpm haccp sistema calidad  intermedio officeestablece proceso materia ambientalcapacidad habilidad gestionar planificar dirigir actividad sistema gestia³n
administrador empresa,dotacia³n seleccia³n personal,conocimiento reparacion embellecimeinto vehiculos compromisotrabajo presionmanejo personalatencion cliente manejo basics excel correos electronics gmail outlookmanejo basics plataforma pago banjosmanejo wordoffice
candidatos  programa gmt,venta menor,candidatos  programa gmt  profesional a¡rea  bilinga¼e  about our client  importante empresa colombiano  job description  posicia³n candidatos  programa gmt debera ¡  rotacia³n aa±o a¡reas compaa±a­a  aprendizaje one to one la­deres  capacitaciones  reto diverso responsabilidad  oportunidad ocupar cargo desafiante bavaria  the successful applicant  perfil cumplir siguientes requerimientos  profesional a¡rea  bilinga¼e  aa±os experiencia  what s on offer  interesante paquete salarial  contact  valentina ortiz  quote job ref
auxiliar facturacia³n,dotacia³n seleccia³n personal,compromisoalta capacidad interpretacia³nalta capacidad ana¡lisisalta capacidad concentracia³norientado cumplimiento meta recursivoproactivoresponsabletrabajo equiposentido pertenenciaexcelente servicio cliente compromisoalta capacidad interpretacia³nalta capacidad ana¡lisisalta capacidad concentracia³norientado cumplimiento meta recursivoproactivoresponsabletrabajo equiposentido pertenenciaexcelente servicio cliente
ingeniero sistema,dotacia³n seleccia³n personal,conocimientos ana¡lisis disea±o desarrollo sistema informacia³n manejo lenguajes programacia³n base datos sql  alto manejo office deseable conocimientos metodologa­as pmp scrumma­nimo  aa±os experiencia programacia³n implementacia³n mejores pra¡cticas proyecto informa¡ticos programacia³n  profesional ingenieria sistema computacian administrador sistema carreras afin
profesional producto,seguro,profesional producto  experiencia pra¡ctica profesional   aa±os  profesionales administracia³n empresas  ingeniera­a industrial afin  about our client  cliente asegurador mas grande paa­s  job description  posicia³n profesional producto debera ¡  ana¡lisis producto  benchmarks  mapeo ux  ui necesario crear producto seguro comercializar canal digital compaa±a­a  gestionar creacia³n producto seguro digital a¡rea ta © cnica  suscripcia³n  reaseguro compaa±a­a  construir validar condicionado  texto cobertura  normativo material publicar producto campaa±as digital  asa­ actualizacion necesario cara¡cter normativo ta © cnico segaºn priorizacia³n product owner  definicia³n construccia³n conjunta pricing seguro digital equipo actuara­a campaa±a  the successful applicant  perfil cumplir siguientes requerimientos  experiencia pra¡ctica profesional   aa±os  destreza ejecucia³n rol desarrollo actividad cargo  profesionales administracia³n empresas  ingeniera­a industrial carrera afin  experiencia desarrollo producto seguro  what s on offer  equipo producto digital mejores asegurador paa­s  contact  juan diaz  quote job ref
